,comments,pub_dates,like_Counts
207,i like nothing about this trailer except shraddha's beautiful eyes..even i dont understand anything from this trailer,2016-10-24T16:10:32.000Z,0
208,i like nothing about this trailet except shraddha's beautiful eyes..even i dont understand anything from this trailer,2016-10-24T16:10:21.000Z,0
209,Dialogue delivery of farhan akhtar harsh voice is too bad....,2016-10-24T16:10:11.000Z,0
210,"@1:53 , someone is about to hang himself ... ....i guess farhaan..",2016-10-24T16:08:52.000Z,1
211,rock on 1 is oosm and now rock on2 definitely this tim it creates more magic..,2016-10-24T16:08:18.000Z,0
212,Did Shradha give a private audition on the couch just like her father explained :P,2016-10-24T16:04:25.000Z,2
213,I soooo wish it was more of Rock on...!,2016-10-24T16:00:54.000Z,0
214,"Intro - whiplash
ending - rock on
next - dil chahta hai 2",2016-10-24T15:59:34.000Z,0
215,MAGIC more like BAKWAS.,2016-10-24T15:58:16.000Z,0
216,Shraddha kapoor and her voice completely destroyed this.,2016-10-24T15:57:42.000Z,3
217,"Aashiqui 3 rock version. bollywood please abandon these pathetic legacies like shraddha, sonam , arjun and varun.",2016-10-24T15:56:40.000Z,6
218,Impressive. Could be better than the first one,2016-10-24T15:55:46.000Z,0
219,seems like aashiq2 n rock on hav merged and become 2,2016-10-24T15:54:37.000Z,0
220,1:29 lol,2016-10-24T15:52:25.000Z,0
221,not find anything special in trailor to made it worthwatching,2016-10-24T15:51:29.000Z,0
222,waw magic yaar 😍,2016-10-24T15:50:16.000Z,0
223,now both Jaby koay and Toma puck would be competing to react to this trailer as fast as they can!  :) right?,2016-10-24T15:49:31.000Z,0
224,flop,2016-10-24T15:49:25.000Z,0
225,Shraddha should STOP singing !!,2016-10-24T15:49:15.000Z,0
226,gaandu aawaj,2016-10-24T15:48:43.000Z,0
227,btw shillong looks stunning. ....north east state is so beautiful,2016-10-24T15:48:35.000Z,0
228,gaandu caste,2016-10-24T15:48:29.000Z,0
229,gaandu gaane,2016-10-24T15:48:07.000Z,0
230,Bitch please:! face,2016-10-24T15:47:34.000Z,1
231,nice,2016-10-24T15:47:31.000Z,0
232,gaandi trailer,2016-10-24T15:47:31.000Z,0
233,Farhan Akhtar must be the coolest guy among his folks. Love his attitude & style. This comes a week before my birthday couldn't have been a better birthday gift for me.,2016-10-24T15:46:55.000Z,1
234,Terrible it sounds,2016-10-24T15:46:55.000Z,0
235,they ruined the title song :(,2016-10-24T15:44:40.000Z,0
236,Whose idea was it to make Shraddha sing ? It's a nightmare for Rock On fan like me !,2016-10-24T15:42:38.000Z,1
237,More like a movie about getting rid of stage fear...gosh atleast make a good trailer,2016-10-24T15:41:52.000Z,0
238,rock on 1 is about band but rock on 2 looks about only farhan and shradha....if is it so than movie will definitely flop...,2016-10-24T15:39:35.000Z,13
